_guet_de_vatter_het_der_huishalt_uifglööst_ùnd_miir_hend_niit_chänne_me_hai_	<placeholder>	_gut_der_vater_hat_den_haushalt_aufgelöst_und_wir_haben_nicht_können_mehr_heim_
_mir_sind_aifach_die_woo_hend_chennen_us_de_schuel_gsii_sind_sind_go_s_broot_verdienä_	<placeholder>	_wir_sind_einfach_die_wo_haben_können_aus_der_schule_gewesen_sind_sind_gan_das_brot_verdienen_
_hend_im_vatter_haiggä_was_het_me_daa_loon_ghaa_zää_franke_im_monet_	<placeholder>	_haben_dem_vater_heimgegeben_was_hat_man_da_lohn_gehabt_zehn_franken_im_monat_
_und_choscht_und_s_schlaafe_	<placeholder>	_und_kost_und_das_schlafen_
_ùùnd_ùnd_de_hend_mini_maischtersliit_duezmaal_de_loon_gad_im_vatter_ggää_	<placeholder>	_und_und_dann_haben_meine_meistersleute_dazumal_den_lohn_gerade_dem_vater_gegeben_
_und_de_vatter_het_für_für_drii_vier_chind_no_choschtgält_zaalt_	<placeholder>	_und_der_vater_hat_für_für_drei_vier_kinder_noch_kostgeld_gezahlt_
_uund_und_so_isch_das_	<placeholder>	_und_und_so_ist_das_
_mit_de_ziit_isch_de_chli_weniger_woorde_isch_wider_de_vatter_het_òü_miessen_en_andere_schtel_aanää_är_isch_ufere_saagi_	<placeholder>	_mit_der_zeit_ist_der_klein_weniger_geworden_ist_wieder_der_vater_hat_auch_müssen_eine_andere_stelle_annehmen_er_ist_auf_einer_säge_
_schtanz_het_er_gschaffet_won_er_het_chenne_choscht_und_loschii_haa_er_het_si_famili_	<placeholder>	_stans_hat_er_geschafft_wo_er_hat_konnte_kost_und_logis_haben_er_hat_seine_familie_
_isch_als_usenandchoo_e_tante_het_das_e_chli_	<placeholder>	_ist_alles_auseinandergekommen_eine_tante_hat_das_ein_klein_
_glòüb_ìch_echli_organisiert_uf_al_fäl_am_aabig_wo_de_vatter_hai_cho_isch_isch_aifach_niit_me_daa_gsii_	<placeholder>	_glaube_ich_ein_klein_organisiert_auf_alle_fälle_am_abend_wo_der_vater_heim_gekommen_ist_ist_einfach_nicht_mehr_da_gewesen_
_isch_alles_furt_gsii_und_mi_mueter_het_seer_schèèni_sache_praacht_vo_iirer_	<placeholder>	_ist_alles_fort_gewesen_und_meine_mutter_hat_sehr_schöne_sachen_gebracht_von_ihrer_
_iri_mueter_het_si_mitgno_i_d_so_alti_komoode_und_alti_schränkli_und_mi_mueter_het_ja_no_tracht_trait_	<placeholder>	_ihre_mutter_hat_sie_mitgenommen_in_die_so_alte_komoden_und_alte_schränkchen_und_meine_mutter_hat_ja_noch_tracht_getragen_
_isch_achzehundertsibenesibezg_geboore_	<placeholder>	_ist_achtzehnhundertsiebenundsiebzig_geboren_
_und_soo_isch_halt_vil_aifacht_verloore_ggange_wo_mir_gaar_nid_wüssed_wos_hìì_cho_isch_	<placeholder>	_und_so_ist_halt_viel_einfach_verloren_gegangen_wo_wir_gar_nicht_wissen_wo_es_hin_gekommen_ist_
_und_de_vatter_isch_in_näüchiuch_gsii_bimene_groosse_puir_als_mälcher_	<placeholder>	_und_der_vater_ist_in_neukirch_gewesen_bei_einem_grossen_bauern_als_melker_
_äär_isch_ja_vo_dihaimen_uis_e_puirebueb_gsii_	<placeholder>	_er_ist_ja_von_zuhause_aus_ein_bauernbub_gewesen_
_und_soo_isch_es_ggangen_und_me_isch_i_de_schtelle_gsii_und_bis_ìch_zwänzgi_gsii_bì_han_ììch_vo_mim_loon_nie_e_rappe_gsee_	<placeholder>	_und_so_ist_es_gegangen_und_man_ist_in_der_stelle_gewesen_und_bis_ich_zwanzig_gewesen_bin_habe_ich_von_meinem_lohn_nie_einen_rappen_gesehen_
_ìch_bi_i_huishaltschtelle_gsii_	<placeholder>	_ich_bin_in_haushaltstellen_gewesen_
_aso_ai_schtel_han_ich_ghaa_da_het_glii_nach_dem_da_d_mueter_gschtoorbe_gsii_isch_	<placeholder>	_also_eine_stelle_habe_ich_gehabt_da_hat_gleich_nach_dem_da_die_mutter_gestorben_gewesen_ist_
_het_jemand_ich_waiss_nid_wäär_i_mim_vatter_gsait_ich_sèl_nach_nüüägeri_gaa_	<placeholder>	_hat_jemand_ich_weiss_nicht_wer_in_meinem_vater_gesagt_ich_solle_nach_neuägeri_gehen_
_und_deet_sig_e_schpinneri_und_det_chen_ich_schaffe_und_de_sig_es_medchenhaim_	<placeholder>	_und_dort_sei_eine_spinnerei_und_dort_könne_ich_schaffen_und_dort_sei_ein_mädchenheim_
_vonnere_chlooschterfròü_glaitet_und_de_chenn_ich_det_ässen_und_schlaaffe_daa_sait_mii_vatter_	<placeholder>	_von_einer_klosterfrau_geleitet_und_dann_könne_ich_dort_essen_und_schlafen_dort_sagt_mein_vater_
_das_isch_doch_härrlich_de_mues_ich_scho_firnes_maitli_weniger_chummer_haa_ich_bi_do_füfze_järig_gsi_	<placeholder>	_das_ist_doch_herrlich_dann_muss_ich_schon_für_ein_mädchen_weniger_kummer_haben_ich_bin_damals_fünfzehn_jährig_gewesen_
_ne_bin_ich_dette_i_das_näü-ägeri_choo_und_ich_hät_ja_gaar_nid_tèrffe_i_d_fabrik_me_het_doo_miesse_achzäni_sii_	<placeholder>	_danach_bin_ich_dort_in_das_neuägeri_gekommen_und_ich_hätte_ja_gar_nicht_dürfen_in_die_fabrik_man_hat_damals_müssen_achtzehn_sein_
_ùnd_de_het_die_chlooschterfròü_gsait_ja_	<placeholder>	_und_dann_hat_die_klosterfrau_gesagt_ja_
_mir_nämid_dich_ez_aber_dui_muesch_am_suntig_i_d_chrischteleer_aber_dui_tarfsch_dich_nid_aamälde_schüsch_märkid_si_as_dui_mis_as_dui_	<placeholder>	_wir_nehmen_dich_jetzt_aber_du_musst_am_sonntag_in_die_christenlehre_aber_du_darfst_dich_nicht_anmelden_sonst_merken_sie_dass_du_mein_dass_du_
_äbe_z_jung_bisch_und_denaa_	<placeholder>	_eben_zu_jung_bist_und_danach_
_bin_ich_i_de_fabrik_gsii_und_mir_hets_halt_gaar_nid_eso_gfalle_	<placeholder>	_bin_ich_in_der_fabrik_gewesen_und_mir_hat_es_halt_gar_nicht_so_gefallen_
_und_de_han_ich_ö̀ü_miesse_was_han_ich_miesse_mache_als_über_jüngschti_	<placeholder>	_und_dann_habe_ich_auch_müssen_was_habe_ich_müssen_machen_als_über_jüngste_
_chli_wischen_und_der_träk_mache_und_de_bin_ich_ainisch_zum_tiräkter_und_ha_gsait_	<placeholder>	_klein_wischen_und_den_dreck_machen_und_dann_bin_ich_einest_zum_direktor_und_habe_gesagt_
_wische_chenn_ich_vo_haimen_uis_scho_ich_mècht_echli_en_aarbet_hat_wo_eppis_bringi_und_ich_mies_eppis_verdiene_ich_mies_em_	<placeholder>	_wischen_kann_ich_von_heim_aus_schon_ich_möchte_ein_klein_eine_arbeit_haben_die_etwas_bringe_und_ich_müsse_etwas_verdienen_ich_müsse_dem_
_vatter_hälffe_fir_minderjäärigi_chind_z_zaale_ich_haig_das_verschprochen_und_soo_	<placeholder>	_vater_helfen_für_minderjährige_kinder_zu_zahlen_ich_habe_das_versprochen_und_so_
_und_dää_het_a_mir_esoon_e_fräüd_gha_und_de_het_er_gluegt_as_ich_ha_chenne_an_e_maschine_	<placeholder>	_und_der_hat_an_mir_so_eine_freude_gehabt_und_dann_hat_er_gelugt_dass_ich_habe_können_an_eine_maschine_
_mitere_zwee_eltere_fräue_die_sind_für_mììch_wie_mietere_gsii_	<placeholder>	_mit_einer_zwei_älteren_frauen_die_sind_für_mich_wie_mütter_gewesen_
_die_hend_mich_den_nachegnoo_und_det_han_ich_de_chenne_schaffe_und_de_han_ich_scheen_verdienet_	<placeholder>	_die_haben_mich_dann_nachhingenommen_und_dort_habe_ich_dann_können_schaffen_und_dann_habe_ich_schön_verdient_
_und_mi_vatter_isch_glüklich_gsii_und_gsait_pliib_amel_òü_hani_gsait_ich_pliibe_äs_jaar_	<placeholder>	_und_mein_vater_ist_glücklich_gewesen_und_gesagt_bleib_allmal_auch_habe_ich_gesagt_ich_bleibe_ein_jahr_
_wil_alig_mi_mueter_gsait_het_wemme_nid_es_jaar_innere_schtel_pliibt_isch_daas_e_schlächte_karakter_	<placeholder>	_weil_allweg_meine_mutter_gesagt_hat_wenn_man_nicht_ein_jahr_in_einer_stelle_bleibt_ist_das_ein_schlechter_charakter_
_es_jaar_isch_s_wenigisch_womme_bliibt_sigs_guet_oder_schlächt_	<placeholder>	_ein_jahr_ist_das_wenigste_das_man_bleibt_sei_es_gut_oder_schlecht_
_guet_ich_bin_äs_jaar_gsii_und_de_bin_ich_halt_wider_in_e_huishaltig_	<placeholder>	_gut_ich_bin_ein_jahr_gewesen_und_dann_bin_ich_halt_wieder_in_eine_haushaltung_
_hushalt_und_gärtnerii_isch_de_gsii_bin_iich_in_littau_gsii_	<placeholder>	_haushalt_und_gärtnerei_ist_dann_gewesen_bin_ich_in_littau_gewesen_
_und_den_na_zletscht_im_schtans_i_de_bekerei_	<placeholder>	_und_dann_noch_zuletzt_im_stans_in_der_bäckerei_
_ich_bi_ha_mit_zwänzgi_und_	<placeholder>	_ich_bin_habe_mit_zwanzig_und_
_vier_monet_alt_bin_ich_gsii_han_ich_ghüraate_	<placeholder>	_vier_monate_alt_bin_ich_gewesen_habe_ich_geheiratet_
_aber_do_hemmer_isi_chind_bis_a_s_jingschté_	<placeholder>	_aber_damals_haben_wir_unsere_kinder_bis_auch_das_jüngste_
_sind_versoorgt_gsii_und_das_hani_alig_no_öppe_zu_mir_gnoo_	<placeholder>	_sind_versorgt_gewesen_und_das_habe_ich_allweg_noch_etwa_zu_mir_genommen_
_i_d_feeri_und_soo_ich_bi_do_gad_z_schtans_plibe_	<placeholder>	_in_den_ferien_und_so_ich_bin_dann_gerade_zu_stans_geblieben_
_und_min_maa_han_ich_e_gleert_kenne_daa_im_bi_de_schriinerii_z_het_er_sibeze_jaar_gschaffet_	<placeholder>	_und_meinen_mann_habe_ich_e_gelernt_kennen_damals_im_bei_der_schreinerei_zu_hat_er_siebzehn_jahre_geschafft_
_han_ich_den_min_maa_isch_drììssgi_gsii_und_ììch_äbe_zwaijezwänzgi_guet_	<placeholder>	_habe_ich_dann_mein_mann_ist_dreissig_gewesen_und_ich_eben_zweiundzwanzig_gut_
_und_di_hend_gsait_tuen_òü_hüraate_de_simmer_wider_amen_oort_dehaime_	<placeholder>	_und_die_haben_gesagt_tue_auch_heiraten_dann_sind_wir_wieder_an_einem_ort_daheim_
_und_si_sägid_hüt_na_mir_gend_hai_wen_si_zu_üüs_chemid_	<placeholder>	_und_sie_sagen_heute_noch_wir_gehen_heim_wenn_sie_zu_uns_kommen_
_jaa_ai_schwöschter_isch_uisgwanderet_nach_ameerika_und_aini_isch_nach_òüschtraalie_	<placeholder>	_ja_eine_schwester_ist_ausgewandert_nach_amerika_und_eine_ist_nach_australien_
_ja_und_bi_dene_simmer_scho_bi_baidne_gsi_	<placeholder>	_ja_und_bei_denen_sind_wir_schon_bei_beiden_gewesen_
_ja_und_si_sind_scho_wider_haichoo_gsii_jaa_di_aint_isch_	<placeholder>	_ja_und_sie_sind_schon_wieder_heimgekommen_gewesen_ja_die_eine_ist_
_nur_es_jaar_jinger_as_iich_di_anderi_isch_ez_	<placeholder>	_nur_ein_jahr_jünger_als_ich_die_andere_ist_jetzt_
_geschter_dachzgi_gsii_die_in_auschtraalie_	<placeholder>	_gestern_undachtzig_gewesen_die_in_australien_
_ja_mir_hend_immer_kontakt_aso_d_famili_mir_hend_troz_allem_	<placeholder>	_ja_wir_haben_immer_kontakt_also_die_familie_wir_haben_trotz_allem_
_han_ich_d_famili_immer_chenne_zämehaa_	<placeholder>	_habe_ich_die_familie_immer_können_zusammenhalten_
_mir_hend_alli_nuur_hemmer_enand_halt_jaare_und_jaare_mi_jüngscht_brieder_isch_do_achtjäärig_gsii_	<placeholder>	_wir_haben_alle_nur_haben_wir_einander_halt_jahre_und_jahre_mein_jüngster_bruder_ist_damals_achtjährig_gewesen_
_wo_d_mueter_gschtoorben_isch_und_isch_d_mueter_het_mit_füfzg_jaare_no_s_zääti_chind_ghaa_das_miest_me_hit_òü_nümme_he_	<placeholder>	_als_die_mutter_gestorben_ist_und_ist_die_mutter_hat_mit_fünfzig_jahren_noch_das_zehnte_kind_gehabt_das_müsste_man_heute_auch_nicht_mehr_haben_
_ùnd_dää_han_ich_nie_mee_gsee_bis_er_us_de_rekruiteschuel_choo_isch_me_hets_gäld_nid_ghaa_go_psueche_	<placeholder>	_und_den_habe_ich_nie_mehr_gesehen_bis_er_aus_der_rekrutenschule_gekommen_ist_man_hat_das_geld_nicht_gehabt_gan_besuchen_
_dä_isch_in_wolfeschiesse_gsii_däsch_schpeeter_in_z_wäggis_im_tannebärg_bimen_onkel_knächt_	<placeholder>	_der_ist_in_wolfenschiessen_gewesen_der_ist_später_in_zu_weggis_im_tannenberg_bei_einem_onkel_knecht_
_und_doo_isch_er_us_de_rekruiteschuel_choo_und_doo_isch_im_schwinget_gsii_	<placeholder>	_und_da_ist_er_aus_der_rekrutenschule_gekommen_und_damals_ist_im_schwinget_gewesen_
_und_daa_hend_di_di_eltere_söön_vo_deet_gsait_chum_chasch_mitis_choo_uf_schtans_	<placeholder>	_und_da_haben_die_die_älteren_söhne_von_dort_gesagt_komm_kannst_mit_uns_kommen_auf_stans_
_und_de_het_er_mììch_do_schtans_uifgsuecht_won_ich_bi_	<placeholder>	_und_dann_hat_er_mich_da_stans_aufgesucht_als_ich_bei_
_ne_simmer_am_morgen_am_sibni_z_chile_	<placeholder>	_nachher_sind_wir_am_morgen_am_sieben_zur_kirche_
_und_de_han_ich_no_tänkt_dasch_ez_doch_äaine_wi_mii_brieder_mi_brieder_het_ganz_wiissblondi_haar_ghaa_	<placeholder>	_und_dann_habe_ich_noch_gedacht_das_ist_jetzt_doch_einer_wie_mein_bruder_mein_bruder_hat_ganz_weissblonde_haare_gehabt_
_di_jingschte_drii_chind_hend_ganz_wiissblondi_haar_ghaa_	<placeholder>	_die_jüngsten_drei_kinder_haben_ganz_weissblonde_haare_gehabt_
_und_daa_han_ich_dän_zu_mim_maa_na_gsait_won_ich_zur_chilen_uis_bin_	<placeholder>	_und_da_habe_ich_dann_zu_meinem_mann_noch_gesagt_als_ich_zur_kirche_heraus_bin_
_dasch_glòüb_ich_mi_brieder_de_sait_er_ja_	<placeholder>	_das_ist_glaube_ich_mein_bruder_der_sagt_er_ja_
_het_ja_no_vil_so_blondi_	<placeholder>	_hat_ja_noch_viele_so_blonde_
_und_der_isch_òü_zur_chilen_uis_und_hinder_is_nachen_und_wommer_is_huis_ine_sind_isch_er_is_nachecho_glüüte_und_gsait_gäl_du_bisch_mi_schwöschter_	<placeholder>	_und_der_ist_auch_zur_kirche_heraus_und_hinter_uns_her_und_wo_wir_ins_haus_inhin_sind_ist_er_uns_nachhingekommen_geläutet_und_gesagt_gell_du_bist_meine_schwester_
_daa_hinde_weniger_	<placeholder>	_da_hinten_weniger_
_isch_das_weniger_presänt_gsìì_das_isch_dä_mìì_i_de_groosse_schtet_und_	<placeholder>	_ist_das_weniger_präsent_gewesen_das_ist_dann_mehr_in_den_grossen_städten_und_
_i_den_obere_chräise_wo_sii_wo_si_vil_ziitige_gchaa_händ_zum_läse_	<placeholder>	_in_den_oberen_kreisen_wo_sie_wo_sie_viele_zeitungen_gehabt_haben_zum_lesen_
_mir_mit_üserer_glaarner_naachrichte_	<placeholder>	_wir_mit_unserer_glarner_nachrichten_
_obwool_mir_e_e_guete_redaggter_gchaa_händ_	<placeholder>	_obwohl_wir_einen_einen_guten_redakteur_gehabt_haben_
_der_hät_immer_under_em_chliine_thee_hät_er_e_rubrigg_	<placeholder>	_der_hat_immer_unter_dem_kleinen_t_hat_er_eine_rubrik_
_hät_er_unden_a_de_ziitig_gchaa_won_er_al_tag_ds_wältgschee_	<placeholder>	_hat_er_unten_an_der_zeitung_gehabt_wo_er_alle_tage_das_weltgeschehen_
_usenandgnùù_hät_und_zwaar_	<placeholder>	_auseinandergenommen_hat_und_zwar_
_seer_positiif_negatiif_er_hät_als_uufgfüert_	<placeholder>	_sehr_positiv_negativ_er_hat_alles_aufgeführt_
_er_hät_das_as_me_es_bild_gchaa_hät_vo_dem_häär_	<placeholder>	_er_hat_das_as_man_ein_bild_gehabt_hat_von_dem_her_
_was_äigentlich_läuft_i_der_wält_	<placeholder>	_was_eigentlich_läuft_in_der_welt_
_das_hät_me_gläse_ja_	<placeholder>	_das_hat_man_gelesen_ja_
_der_chlii_thee_hät_me_gläse_	<placeholder>	_den_kleinen_t_hat_man_gelesen_
_der_hät_mitneme_chliine_thee_hät_er_underschribe_	<placeholder>	_der_hat_mit_einem_kleinen_t_hat_er_unterschrieben_
_und_der_redaggter_isch_dän_äifacht_der_chlii_thee_gsii_und_der_chlii_thee_hät_me_gläse_	<placeholder>	_und_der_redakteur_ist_dann_einfach_der_kleine_t_gewesen_und_den_kleinen_t_hat_man_gelesen_
_das_hät_derzue_gchört_	<placeholder>	_das_hat_dazu_gehört_
_ja_tängget_si_das_ez_e_langi_ziit_	<placeholder>	_ja_denken_sie_das_jetzt_eine_lange_zeit_
_da_isch_vil_zwüschetine_passiert_	<placeholder>	_da_ist_viel_zwüschschetine_passiert_
_daa_chäämer_ez_nǜd_gad_öppis_	<placeholder>	_da_käme_mir_jetzt_nicht_gerade_etwas_
_öppis_i_sin_	<placeholder>	_etwas_in_sinn_
_jaa_da_isch_e_jubel_gsìì_	<placeholder>	_ja_da_ist_ein_jubel_gewesen_
_waarschinli_amenen_oort_mit_hòije_	<placeholder>	_wahrscheinlich_an_einem_ort_mit_heuen_
_näbedusse_und_dä_wome_häi_chùù_isch_i_ds_dorff_ine_häts_de_ghäisse_am_raadio_und_soo_	<placeholder>	_neben_aussen_und_dann_wo_man_heim_gekommen_ist_in_das_dorf_inhin_hat_es_dann_geheissen_am_radio_und_so_
_mer_händ_dän_ebe_duur_daas_as_mer_ds_	<placeholder>	_wir_haben_dann_eben_durch_das_dass_wir_das_
_telifùùn_gchaa_händ_hät_me_dän_telifùùnrundschpruch_hät_me_dän_gchaa_	<placeholder>	_telefon_gehabt_haben_hat_man_dann_telefonrundspruch_hat_man_dann_gehabt_
_und_dä_hät_me_dän_esoo_hät_me_al_daas_nüüscht_	<placeholder>	_und_dann_hat_man_dann_so_hat_man_all_das_neueste_
_erfare_nǜǜd_	<placeholder>	_erfahren_nicht_
_nüüt_psundrigs_nääi_	<placeholder>	_nichts_besonderiges_nein_
_das_isch_normaal_wiiterggange_	<placeholder>	_das_ist_normal_weitergegangen_
_daa_hät_me_daa_nǜd_me_hät_daa_kä_fäschter_vù_	<placeholder>	_da_hat_man_da_nicht_man_hat_da_keine_feste_von_
_vùm_schtapel_grisse_für_daas_	<placeholder>	_vom_stapel_gerissen_für_das_
_me_isch_froo_gsii_wän_d_lüüt_wider_häichoo_sind_	<placeholder>	_man_ist_froh_gewesen_wenn_die_leute_wieder_heimgekommen_sind_
_und_wider_öppen_als_äinigermaasse_normaal_worden_isch_nǜǜd_	<placeholder>	_und_wieder_etwa_alles_einigermassen_normal_geworden_ist_nicht_
_eben_aso_ich_mäine_	<placeholder>	_eben_also_ich_meine_
_das_äifacht_en_anderi_schtimmig_isch_uufchùù_i_äim_	<placeholder>	_das_einfach_eine_andere_stimmung_ist_aufgekommen_in_einem_
_as_me_en_erliechterig_äigentlich_ez_äntli_	<placeholder>	_dass_man_eine_erleichterung_eigentlich_jetzt_endlich_
_me_hät_doch_dän_gchört_mit_däne_fäu-züg_und_mit_dem_	<placeholder>	_man_hat_doch_dann_gehört_mit_denen_fäu-züg_und_mit_dem_
_das_das_afet_schregglich_zuegaat_uf_dene_schlachtfälder_und_	<placeholder>	_dass_das_anfangig_schrecklich_zugeht_auf_denen_schlachtfeldern_und_
_die_inwasioonen_und_al_die_sachen_und_dä_hät_me_dän_gfunde_ja_eze_	<placeholder>	_die_invasionen_und_alle_die_sachen_und_dann_hat_man_dann_gefunden_ja_jetzt_
_äntli_doch_äntli_doch_	<placeholder>	_endlich_doch_endlich_doch_
_das_me_wider_emal_cha_andersch_schnuuffe_	<placeholder>	_dass_man_wieder_einmal_kann_anders_schnaufen_
_daa_simmer_de_es_isch_äifacht_doch_e_trugg_uf_em_ganze_	<placeholder>	_da_sind_wir_dann_es_ist_einfach_doch_ein_druck_auf_dem_ganzen_
_uf_der_ganze_generaziùù_äigentlich_gsìì_alt_und_jung_	<placeholder>	_auf_der_ganzen_generation_eigentlich_gewesen_alt_und_jung_
_me_hät_sich_doch_nǜd_chännen_empfalte_we_wie_me_sich_sust_	<placeholder>	_man_hat_sich_doch_nicht_können_entfalten_wie_wie_man_sich_sonst_
_empfaltet_heet_und_hät_äu_nǜd_chänne_	<placeholder>	_entfaltet_hätte_und_hat_auch_nicht_können_
_sache_machen_ùnd_me_hät_sich_äifach_möse_mit_dem_begnüegen_ùnd_	<placeholder>	_sachen_machen_und_man_hat_sich_einfach_müssen_mit_dem_begnügen_und_
_wo_me_gchaa_hät_nǜd_	<placeholder>	_wo_man_gehabt_hat_nicht_
_ja_das_isch_de_scho_z_schpäät_gsii_äigentlich_esoo_z_schpäät_	<placeholder>	_ja_das_ist_dann_schon_zu_spät_gewesen_eigentlich_so_zu_spät_
_dä_sind_d_groseltere_esoo_alt_gsìì_und_die_tante_noch_soo_im_ding_	<placeholder>	_dann_sind_die_grosseltern_so_alt_gewesen_und_die_tante_noch_so_im_ding_
_und_iri_chunde_möse_bediene_	<placeholder>	_und_ihre_kunden_müssen_bediene_
_das_me_hät_mösen_äifacht_und_d_schwöschter_dä_ghüraatet_das_	<placeholder>	_dass_man_hat_müssen_einfach_und_die_schwester_dann_geheiratet_dass_
_me_daa_hät_möse_äifacht_wider_wiiter_dihäime_pliiben_und_de_plaz_uusfüllen_und_	<placeholder>	_man_da_hat_müssen_einfach_wieder_weiter_daheim_bleiben_und_den_platz_ausfüllen_und_
_det_gschwind_go_s_zmittag_chochen_oder_go_iifüüren_oder_	<placeholder>	_dort_geschwind_gan_das_zmittag_kochen_oder_gan_einfeuern_oder_
_irgend_öppis_und_das_isch_äifach_	<placeholder>	_irgend_etwas_und_das_ist_einfach_
_und_dä_wän_äis_chrangg_gsii_isch_isch_me_äifacht_wider_deete_gsìì_und_	<placeholder>	_und_dann_wenn_eines_krank_gewesen_ist_ist_man_einfach_wieder_dort_gewesen_und_
_und_esoo_glueget_und_gmacht_	<placeholder>	_und_so_gelugt_und_gemacht_
_das_isch_vom_	<placeholder>	_das_ist_vom_
_rootchrüüz_isch_daas_dän_vermittlet_woorden_	<placeholder>	_roten_kreuz_ist_das_dann_vermittelt_worden_
_und_	<placeholder>	_und_
_jaa_si_händ_dän_äifacht_das_äu_i_de_ziitigen_isch_das_veröffentlicht_woorden_	<placeholder>	_ja_sie_haben_dann_einfach_das_auch_in_den_zeitungen_ist_das_veröffentlicht_worden_
_ebe_wer_sich_beräit_erchlääri_es_chind_überznee_	<placeholder>	_eben_wer_sich_bereit_erkläre_ein_kind_zu_übernehmen_
_und_dän_sind_viil_aso_sind_dän_daa_in_änedaa_sind_gsìì_	<placeholder>	_und_dann_sind_viele_also_sind_dann_da_in_ennenda_sind_gewesen_
_überhäupt_im_glarnerland_häts_vil_gchaa_	<placeholder>	_überhaupt_im_glarnerland_hat_es_viele_gehabt_
_und_äu_die_won_ich_gsäit_ha_wo_deet_en_	<placeholder>	_und_auch_die_wo_ich_gesagt_habe_wo_dort_en_
_i_de_zwäite_mobiilmachig_im_pungger_inne_gsässen_isch_die_hät_nachane_däre_transpört_	<placeholder>	_in_der_zweiten_mobilmachung_im_bunker_innen_gesessen_ist_die_hat_nachanhin_deren_transporte_
_gholt_z_buchs_usse_und_dän_i_d_schwiiz_inepraacht_däre_flüchtlingschind_	<placeholder>	_geholt_zu_buchs_aussen_und_dann_in_die_schweiz_inhingebracht_deren_flüchtlingskinder_
_und_äu_wider_nachane_dän_wider_use_bis_det_ane_und_	<placeholder>	_und_auch_wieder_nachanhin_dann_wieder_aushin_bis_dort_anhin_und_
_weniger_	<placeholder>	_weniger_
